Site,Species,Worm,Deer,Dry.Year.gm2,Standard.exchange.P.20,Standard.Total.P.20,SoilN.20Pool,P.Exch.Conc  ,P.Total.Conc  ,SoilN,Height,Dry.mass.above,Survival,L.4.L,Arbuscules,Vesicles,Coil,DSE,DSE.binomial,All.Mycorhizae,Arb.Ves
BOBO,Quercus,1,0,1.944,0.363852557,0.984779483,2.212424911,0.818796993,1.067754908,0.55011499,8,,0.4,,,,,,,,   
BOBO,Quercus,1,0,1.944,0.363852557,0.984779483,2.212424911,0.818796993,1.067754908,0.55011499,10,,0.4,,,,,,,,   
BOBO,Quercus,0,1,0.012,1.815695601,0.427133269,0.238577892,0.562406015,0.712418647,0.56400492,6.5,0.47,1,0.531664736,0,7,18,0,0,18,0.72
BOBO,Quercus,0,1,0.012,1.815695601,0.427133269,0.238577892,0.562406015,0.712418647,0.56400492,7.8,0.51,1,0.441211215,0,1,25,0,0,25,0.96
BOBO,Quercus,0,1,0.012,1.815695601,0.427133269,0.238577892,0.562406015,0.712418647,0.56400492,8,0.71,1,0.4352977,0,2,32,0,0,32,0.94
BOBO,Quercus,0,1,0.012,1.815695601,0.427133269,0.238577892,0.562406015,0.712418647,0.56400492,8.2,0.61,1,0.580589309,4,5,33,0,0,37,0.88
BOBO,Quercus,0,1,0.012,1.815695601,0.427133269,0.238577892,0.562406015,0.712418647,0.56400492,9.5,0.69,1,0.49666703,0,8,17,0,0,17,0.68
BOBO,Quercus,0,0,,1.815695601,0.427133269,,,,,5.4,,0,,,,,,,,   
BOBO,Quercus,0,0,,1.815695601,0.427133269,,,,,8.5,,0,,0,6,32,0,0,32,0.84
BOBO,Quercus,0,0,,1.815695601,0.427133269,,,,,5,,0,,,,,,,,   
BOBO,Quercus,0,0,,1.815695601,0.427133269,,,,,10.7,,0,,,,,,,,   
BOBO,Quercus,0,0,,1.815695601,0.427133269,,,,,7,,0,,,,,,,,   
RW,Quercus,1,1,0.644,0.232758621,0.648609779,,0.942857143,0.845124081,0.32,8.1,0.22,0.6,0.400336919,5,11,31,0,0,36,0.77
RW,Quercus,1,1,0.644,0.232758621,0.648609779,,0.942857143,0.845124081,0.32,10.8,0.74,0.6,0.633981703,0,8,7,0,0,7,0.47
RW,Quercus,1,1,0.644,0.232758621,0.648609779,,0.942857143,0.845124081,0.32,6.2,0.71,0.6,0.532298412,0,1,7,1,1,7,0.88
RW,Quercus,1,1,0.644,0.232758621,0.648609779,,0.942857143,0.845124081,0.32,8.7,,0.6,,,,,,,,   
RW,Quercus,1,1,0.644,0.232758621,0.648609779,,0.942857143,0.845124081,0.32,13,,0.6,,,,,,,,   
RW,Quercus,1,0,3.268,0.60017836,1.419822627,0.819073446,1.190977444,0.795359543,0.308668914,7.5,0.4,0.8,0.460754002,0,1,10,0,0,10,0.91
RW,Quercus,1,0,3.268,0.60017836,1.419822627,0.819073446,1.190977444,0.795359543,0.308668914,10.7,0.67,0.8,0.427652548,0,7,7,0,0,7,0.5
RW,Quercus,1,0,3.268,0.60017836,1.419822627,0.819073446,1.190977444,0.795359543,0.308668914,8,0.55,0.8,0.512763794,0,8,11,0,0,11,0.58
RW,Quercus,1,0,3.268,0.60017836,1.419822627,0.819073446,1.190977444,0.795359543,0.308668914,12,0.5,0.8,0.594128538,0,10,20,0,0,20,0.67
RW,Quercus,1,0,3.268,0.60017836,1.419822627,0.819073446,1.190977444,0.795359543,0.308668914,9.2,,0.8,,,,,,,,   
RW,Quercus,0,1,,,,,,,,8,,0,,,,,,,,   
RW,Quercus,0,1,,,,,,,,9.5,,0,,,,,,,,   
RW,Quercus,0,1,,,,,,,,6.5,,0,,,,,,,,   
RW,Quercus,0,1,,,,,,,,6.8,,0,,,,,,,,   
RW,Quercus,0,1,,,,,,,,8.2,,0,,,,,,,,   
RW,Quercus,0,0,0,0.318370987,0.938638543,0.031134435,1.372932331,1.151859887,0.292293373,13.5,0.38,1,0.529533437,3,6,18,0,0,21,0.78
RW,Quercus,0,0,0,0.318370987,0.938638543,0.031134435,1.372932331,1.151859887,0.292293373,8.6,0.35,1,0.609438843,0,5,13,0,0,13,0.72
RW,Quercus,0,0,0,0.318370987,0.938638543,0.031134435,1.372932331,1.151859887,0.292293373,7.8,0.63,1,0.381603905,0,7,14,0,0,14,0.67
RW,Quercus,0,0,0,0.318370987,0.938638543,0.031134435,1.372932331,1.151859887,0.292293373,10,0.64,1,0.578335299,0,0,6,0,0,6,1
RW,Quercus,0,0,0,0.318370987,0.938638543,0.031134435,1.372932331,1.151859887,0.292293373,9.9,0.89,1,0.448786445,9,3,16,0,0,25,0.89
CH,Quercus,1,1,,,,,,,,8.3,0.53,0.8,0.438844859,2,17,21,1,1,23,0.58
CH,Quercus,1,1,,,,,,,,6.6,0.59,0.8,0.401928263,0,8,16,0,0,16,0.67
CH,Quercus,1,1,,,,,,,,10,0.25,0.8,0.38175536,0,7,11,0,0,11,0.61
CH,Quercus,1,1,,,,,,,,8.5,0.65,0.8,0.364113539,0,18,21,0,0,21,0.54
CH,Quercus,1,1,,,,,,,,12.5,,0.8,,,,,,,,   
CH,Quercus,1,0,,,,,,,,9.8,0.68,0.6,0.42034621,0,4,4,0,0,4,0.5
CH,Quercus,1,0,,,,,,,,9.5,0.72,0.6,0.573700386,0,3,6,0,0,6,0.67
CH,Quercus,1,0,,,,,,,,10.9,0.55,0.6,0.445720578,1,6,10,0,0,11,0.65
CH,Quercus,1,0,,,,,,,,10.5,,0.6,,,,,,,,   
CH,Quercus,1,0,,,,,,,,10.2,,0.6,,,,,,,,   
CH,Quercus,0,1,,,,,,,,13.5,0.7,0.8,0.579903655,0,5,3,0,0,3,0.38
CH,Quercus,0,1,,,,,,,,9,0.34,0.8,0.636103876,2,12,24,0,0,26,0.68
CH,Quercus,0,1,,,,,,,,11,0.96,0.8,0.463759182,3,10,22,0,0,25,0.71
CH,Quercus,0,1,,,,,,,,8,0.78,0.8,0.673749964,0,2,10,0,0,10,0.83
CH,Quercus,0,1,,,,,,,,11,,0.8,,,,,,,,   
CH,Quercus,0,0,,,,,,,,10.7,0.54,0.4,0.480314635,0,0,2,0,0,2,1
CH,Quercus,0,0,,,,,,,,8.5,0.38,0.4,0.642216213,0,5,23,0,0,23,0.82
CH,Quercus,0,0,,,,,,,,8,0.6,0.4,0.597760853,11,13,33,0,0,44,0.77
CH,Quercus,0,0,,,,,,,,7.5,,0.4,,,,,,,,   
CH,Quercus,0,0,,,,,,,,6.5,,0.4,,,,,,,,   
HH,Quercus,1,1,,,,,,,,8.6,0.26,0.8,0.598923663,0,5,9,0,0,9,0.64
HH,Quercus,1,1,,,,,,,,9.5,1,0.8,0.55455597,,,,,,,   
HH,Quercus,1,1,,,,,,,,6.8,1.15,0.8,0.605275203,0,7,23,0,0,23,0.77
HH,Quercus,1,1,,,,,,,,8.5,1.22,0.8,0.543085085,0,1,20,0,0,20,0.95
HH,Quercus,1,1,,,,,,,,8.3,,0.8,,,,,,,,   
HH,Quercus,1,0,3.632,0.222057075,0.535234899,1.221060338,0.612030075,0.685644743,0.386935352,8.5,0.56,0.6,0.57565405,25,1,0,0,0,25,0.96
HH,Quercus,1,0,3.632,0.222057075,0.535234899,1.221060338,0.612030075,0.685644743,0.386935352,8.9,0.87,0.6,0.648040753,2,10,17,0,0,19,0.66
HH,Quercus,1,0,3.632,0.222057075,0.535234899,1.221060338,0.612030075,0.685644743,0.386935352,6.8,1.1,0.6,0.522050602,0,14,23,0,0,23,0.62
HH,Quercus,1,0,3.632,0.222057075,0.535234899,1.221060338,0.612030075,0.685644743,0.386935352,10.2,,0.6,,6,15,32,4,4,38,0.72
HH,Quercus,1,0,3.632,0.222057075,0.535234899,1.221060338,0.612030075,0.685644743,0.386935352,6,,0.6,,11,2,0,0,0,11,0.85
HH,Quercus,0,1,,,,,,,,8.3,1.1,0.4,0.529826056,,,,,,,   
HH,Quercus,0,1,,,,,,,,6.3,0.32,0.4,0.60121714,0,15,32,0,0,32,0.68
HH,Quercus,0,1,,,,,,,,2.4,,0.4,,,,,,,,   
HH,Quercus,0,1,,,,,,,,6.5,,0.4,,,,,,,,   
HH,Quercus,0,1,,,,,,,,10.3,,0.4,,,,,,,,   
HH,Quercus,0,0,0,3.941438763,1.265580057,17.43943416,0.496240601,1.590137044,0.385476192,7.2,,0.6,0.591457875,1,5,8,0,0,9,0.64
HH,Quercus,0,0,0,3.941438763,1.265580057,17.43943416,0.496240601,1.590137044,0.385476192,6.7,0.2,0.6,0.590824608,0,2,21,0,0,21,0.91
HH,Quercus,0,0,0,3.941438763,1.265580057,17.43943416,0.496240601,1.590137044,0.385476192,9,1.6,0.6,0.588686295,2,8,14,0,0,16,0.67
HH,Quercus,0,0,0,3.941438763,1.265580057,17.43943416,0.496240601,1.590137044,0.385476192,10,,0.6,,,,,,,,   
HH,Quercus,0,0,0,3.941438763,1.265580057,17.43943416,0.496240601,1.590137044,0.385476192,8.8,0.43,0.6,,,,,,,,   
YB,Quercus,1,1,1.916,0.181926278,1.075743049,0.749769089,0.793984962,0.927191915,0.29,7,0.6,0.6,0.646863941,0,5,10,0,0,10,0.67
YB,Quercus,1,1,1.916,0.181926278,1.075743049,0.749769089,0.793984962,0.927191915,0.29,5,0.9,0.6,0.473453574,0,4,14,0,0,14,0.78
YB,Quercus,1,1,1.916,0.181926278,1.075743049,0.749769089,0.793984962,0.927191915,0.29,5,0.87,0.6,0.624526237,1,6,17,0,0,18,0.75
YB,Quercus,1,1,1.916,0.181926278,1.075743049,0.749769089,0.793984962,0.927191915,0.29,9.5,,0.6,,,,,,,,   
YB,Quercus,1,1,1.916,0.181926278,1.075743049,0.749769089,0.793984962,0.927191915,0.29,7.5,,0.6,,,,,,,,   
YB,Quercus,1,0,1.756,0.259512485,1.103427613,1.678423269,1.315037594,1.058151225,0.585131671,8.5,0.56,0.6,0.619353164,0,5,14,0,0,14,0.74
YB,Quercus,1,0,1.756,0.259512485,1.103427613,1.678423269,1.315037594,1.058151225,0.585131671,8.8,0.64,0.6,0.620571315,0,5,4,0,0,4,0.44
YB,Quercus,1,0,1.756,0.259512485,1.103427613,1.678423269,1.315037594,1.058151225,0.585131671,9.7,0.64,0.6,0.42543088,0,8,14,0,0,14,0.64
YB,Quercus,1,0,1.756,0.259512485,1.103427613,1.678423269,1.315037594,1.058151225,0.585131671,9.5,,0.6,,,,,,,,   
YB,Quercus,1,0,1.756,0.259512485,1.103427613,1.678423269,1.315037594,1.058151225,0.585131671,12,,0.6,,,,,,,,   
YB,Quercus,0,1,0.004,1.144173603,2.270134228,2.371279933,1.538345865,0.934176411,0.25,10,0.81,0.6,0.464099323,0,12,20,0,0,20,0.63
YB,Quercus,0,1,0.004,1.144173603,2.270134228,2.371279933,1.538345865,0.934176411,0.25,10.7,0.8,0.6,0.53812875,,,,,,,   
YB,Quercus,0,1,0.004,1.144173603,2.270134228,2.371279933,1.538345865,0.934176411,0.25,9.8,0.8,0.6,0.624306775,0,3,3,0,0,3,0.5
YB,Quercus,0,1,0.004,1.144173603,2.270134228,2.371279933,1.538345865,0.934176411,0.25,7,,0.6,,,,,,,,   
YB,Quercus,0,1,0.004,1.144173603,2.270134228,2.371279933,1.538345865,0.934176411,0.25,8.6,,0.6,,,,,,,,   
YB,Quercus,0,0,0.052,0.425386445,1.376318313,1.212913691,1.786466166,0.985687074,0.458600047,10.5,0.69,0.4,0.368183575,,,,,,,   
YB,Quercus,0,0,0.052,0.425386445,1.376318313,1.212913691,1.786466166,0.985687074,0.458600047,9.4,1.28,0.4,0.58587777,,,,,,,   
YB,Quercus,0,0,0.052,0.425386445,1.376318313,1.212913691,1.786466166,0.985687074,0.458600047,7.5,,0.4,,,,,,,,   
YB,Quercus,0,0,0.052,0.425386445,1.376318313,1.212913691,1.786466166,0.985687074,0.458600047,5.3,,0.4,,,,,,,,   
YB,Quercus,0,0,0.052,0.425386445,1.376318313,1.212913691,1.786466166,0.985687074,0.458600047,9.5,,0.4,,,,,,,,   
